1-00-11-10-00-01,1-00-11-10-00-00,1-00-10-11-01-01	516
1-01-11-00-00-11,1-01-11-00-00-10,1-01-11-00-10,1-01-10-01-11,1-01-10-01-10,1-01-10-11-00,1-01-10-10-01,1-01-10-10-00,1-00-11-11-11,1-00-11-11-10,1-10-01-01-00,1-10-01-00-01	517
1-10-00-00-01-00,1-00-10-10-11-10,1-00-10-10-11-11	521
1-00-11-10-10,1-00-11-10-00-10,1-00-11-10-00-01,1-00-11-00-10-11,1-00-11-00-10-10,1-00-11-10-00-00	522
1-00-11-10-11	524
1-00-10-11-00-00-01,1-00-10-11-00-00-11	525
1-00-11-10-01-00,1-00-11-00-11-00,1-00-11-00-10-01	526
1-00-11-11-00-11,1-00-11-11-01	527
1-00-10-11-10-11,1-00-10-11-10-01,1-00-10-11-11-00,1-00-10-11-01-10,1-00-10-11-01-11,1-00-11-10-00-00,1-00-11-10-00-01,1-00-11-00-10-11,1-00-11-00-11-10,1-00-11-00-11-00,1-00-11-00-11-01,1-00-11-00-11-11,1-00-11-01-10-00,1-00-11-01-10-10,1-00-11-01-00,1-00-11-00-01-01,1-00-01-10-11-11,1-00-01-10-11-10,1-00-01-10-11-00,1-00-01-10-10-01-11,1-00-01-10-10-01-01,1-00-01-10-00-11-11,1-00-01-10-00-11-10,1-00-01-10-00-11-00,1-00-01-10-00-11-01,1-00-01-10-00-10-11,1-00-00-11-11-01-01	531
1-01-11-00-11-00-01,1-01-11-00-11-00-00,1-01-11-00-01-10,1-01-11-00-00-11,1-01-11-00-00-10	532
1-01-10-00-11,1-01-10-01-10,1-01-10-01-01-10,1-01-10-01-01-11	533
1-00-10-01-11-11-01,1-00-10-01-11-11-11,1-00-10-01-11-11-00,1-00-10-01-11-11-10	534
1-01-11-10-11-00-01,1-01-11-10-01-00-10,1-01-11-00-10,1-01-10-01-11,1-01-10-11-01	535
1-10-00-00-10-01,1-10-00-00-10-11	536
1-10-11-01-10-01-00,1-10-11-01-10-01-01-10,1-10-11-01-10-01-11,1-10-11-01-11-10-00,1-10-11-01-11-11,1-11-10-10-00-00-11,1-11-10-10-00-00-10,1-11-10-10-00-11-00	537
1-01-10-00-10,1-01-10-00-11,1-01-10-01-10,1-01-10-01-00,1-01-10-01-01-10,1-01-10-01-11,1-01-10-01-01-11,1-01-11-00-00-10,1-01-11-00-00-00,1-01-11-00-00-11,1-01-11-00-00-01,1-01-11-00-01-00,1-01-11-00-01-10	541
1-00-11-00-01-10	542
1-10-00-01-01-11,1-10-00-01-01-01,1-10-01-00-00,1-00-11-10-10,1-00-11-10-11,1-00-11-11-10,1-00-11-11-00-11,1-00-11-11-01,1-01-10-10-00,1-01-10-00-10,1-01-10-00-11,1-01-10-01-10,1-01-10-01-00,1-01-10-01-01-10,1-01-10-01-01-11,1-01-11-00-00-10,1-01-11-00-00-11,1-01-11-00-00-01,1-01-11-00-01-00,1-01-01-10-11-10	543
1-10-00-01-00-01,1-00-10-11-11-10,1-00-10-11-11-00,1-00-11-10-10,1-00-11-10-01-10,1-00-11-10-01-00	544
1-01-11-00-11-00-00,1-01-11-00-11-00-10,1-01-11-00-10	547
1-00-10-10-10-01-01	549
1-11-10-10-11-00,1-11-10-10-10-01	550
1-00-11-00-00-01,1-00-11-00-00-00-01	551
1-00-10-00-11-11-11,1-00-10-00-11-11-10	553
1-00-11-10-10,1-00-11-10-11	554
1-01-11-00-11-01,1-01-11-01-00-10	556
1-00-11-01-11,1-01-10-00-10,1-01-10-00-11	559
1-01-11-00-00-01,1-01-11-00-01-10,1-01-11-00-01-11,1-01-11-01-00-10,1-01-11-00-01-01,1-01-01-10-11-11	560
1-00-10-11-01-11,1-00-11-10-00-10,1-00-11-10-00-11,1-00-11-10-11,1-00-11-11-10	563
1-01-11-00-11-00-10,1-01-11-00-11-10-00,1-01-11-00-10,1-01-11-10-00-01,1-01-11-10-00-00,1-01-11-10-00-10,1-01-11-10-00-11	565
1-00-10-10-01-10-01,1-00-10-10-01-10-10	571
1-10-00-00-11-01	572
1-00-11-00-11-01,1-00-11-01-10-10,1-00-11-01-10-11,1-00-11-01-11,1-01-10-00-10,1-01-10-00-00-11,1-01-10-00-01-10	576
1-10-00-01-01-10,1-10-00-01-01-00,1-10-00-01-01-01,1-00-11-10-10,1-00-11-10-11,1-00-11-11-00-10,1-00-11-11-00-11,1-00-11-11-01,1-01-10-00-10	577
1-10-11-00-01-11,1-10-11-00-11-00-01,1-10-11-00-11-00-00,1-10-11-00-01-10	580
1-00-11-00-11-01	582
1-01-10-00-10	583
1-11-00-10	584
